episode,mode,mode_episode,score,reward,epsilon
32260,train,32260,58,56,0.144744
32261,train,32261,47,45,0.144736
32262,train,32262,59,57,0.144727
32263,train,32263,51,49,0.144718
32264,train,32264,59,57,0.14471
32265,train,32265,3,1,0.144701
32266,train,32266,60,58,0.144692
32267,train,32267,13,11,0.144684
32268,train,32268,59,57,0.144675
32269,train,32269,23,21,0.144666
32270,train,32270,56,54,0.144658
32271,train,32271,54,52,0.144649
32272,train,32272,57,55,0.14464
32273,train,32273,56,54,0.144632
32274,train,32274,57,55,0.144623
32275,train,32275,44,42,0.144614
32276,train,32276,14,12,0.144606
32277,train,32277,56,54,0.144597
32278,train,32278,58,56,0.144588
32279,train,32279,25,23,0.14458
32280,train,32280,59,57,0.144571
32281,train,32281,58,56,0.144562
32282,train,32282,0,-2,0.144554
32283,train,32283,55,53,0.144545
32284,train,32284,58,56,0.144536
32285,train,32285,51,49,0.144528
32286,train,32286,56,54,0.144519
32287,train,32287,3,1,0.14451
32288,train,32288,5,3,0.144502
32289,train,32289,56,54,0.144493
32290,train,32290,56,54,0.144484
32291,train,32291,53,51,0.144476
32292,train,32292,2,0,0.144467
32293,train,32293,57,55,0.144458
32294,train,32294,23,21,0.14445
32295,train,32295,60,58,0.144441
32296,train,32296,56,54,0.144432
32297,train,32297,60,58,0.144424
32298,train,32298,49,47,0.144415
32299,train,32299,60,58,0.144406
32300,train,32300,45,43,0.144398
32301,train,32301,0,-2,0.144389
32302,train,32302,59,57,0.144381
32303,train,32303,59,57,0.144372
32304,train,32304,0,-2,0.144363
32305,train,32305,63,61,0.144355
32306,train,32306,58,56,0.144346
32307,train,32307,59,57,0.144337
32308,train,32308,42,40,0.144329
32309,train,32309,38,36,0.14432
32310,train,32310,11,9,0.144311
32311,train,32311,2,0,0.144303
32312,train,32312,60,58,0.144294
32313,train,32313,60,58,0.144285
32314,train,32314,0,-2,0.144277
32315,train,32315,28,26,0.144268
32316,train,32316,18,16,0.144259
32317,train,32317,0,-2,0.144251
32318,train,32318,57,55,0.144242
32319,train,32319,58,56,0.144234
32320,train,32320,13,11,0.144225
32321,train,32321,60,58,0.144216
32322,train,32322,28,26,0.144208
32323,train,32323,0,-2,0.144199
32324,train,32324,25,23,0.14419
32325,train,32325,42,40,0.144182
32326,train,32326,62,60,0.144173
32327,train,32327,56,54,0.144164
32328,train,32328,61,59,0.144156
32329,train,32329,62,60,0.144147
32330,train,32330,56,54,0.144139
32331,train,32331,42,40,0.14413
32332,train,32332,60,58,0.144121
32333,train,32333,59,57,0.144113
32334,train,32334,51,49,0.144104
32335,train,32335,3,1,0.144095
32336,train,32336,65,63,0.144087
32337,train,32337,18,16,0.144078
32338,train,32338,10,8,0.144069
32339,train,32339,0,-2,0.144061
32340,train,32340,60,58,0.144052
32341,train,32341,23,21,0.144044
32342,train,32342,51,49,0.144035
32343,train,32343,32,30,0.144026
32344,train,32344,58,56,0.144018
32345,train,32345,23,21,0.144009
32346,train,32346,57,55,0.144
32347,train,32347,60,58,0.143992
32348,train,32348,60,58,0.143983
32349,train,32349,19,17,0.143975
32350,train,32350,0,-2,0.143966
32351,train,32351,59,57,0.143957
32352,train,32352,61,59,0.143949
32353,train,32353,52,50,0.14394
32354,train,32354,3,1,0.143931
32355,train,32355,56,54,0.143923
32356,train,32356,17,15,0.143914
32357,train,32357,1,-1,0.143906
32358,train,32358,60,58,0.143897
32359,train,32359,12,10,0.143888
32360,train,32360,0,-2,0.14388
32361,train,32361,56,54,0.143871
32362,train,32362,59,57,0.143862
32363,train,32363,53,51,0.143854
32364,train,32364,25,23,0.143845
32365,train,32365,61,59,0.143837
32366,train,32366,7,5,0.143828
32367,train,32367,61,59,0.143819
32368,train,32368,30,28,0.143811
32369,train,32369,21,19,0.143802
32370,train,32370,32,30,0.143793
32371,train,32371,63,61,0.143785
32372,train,32372,5,3,0.143776
32373,train,32373,17,15,0.143768
32374,train,32374,19,17,0.143759
32375,train,32375,66,64,0.14375
32376,train,32376,55,53,0.143742
32377,train,32377,28,26,0.143733
32378,train,32378,23,21,0.143725
32379,train,32379,45,43,0.143716
32380,train,32380,55,53,0.143707
32381,train,32381,60,58,0.143699
32382,train,32382,6,4,0.14369
32383,train,32383,3,1,0.143682
32384,train,32384,58,56,0.143673
32385,train,32385,54,52,0.143664
32386,train,32386,9,7,0.143656
32387,train,32387,0,-2,0.143647
32388,train,32388,17,15,0.143638
32389,train,32389,58,56,0.14363
32390,train,32390,55,53,0.143621
32391,train,32391,58,56,0.143613
32392,train,32392,57,55,0.143604
32393,train,32393,43,41,0.143595
32394,train,32394,62,60,0.143587
32395,train,32395,32,30,0.143578
32396,train,32396,0,-2,0.14357
32397,train,32397,32,30,0.143561
32398,train,32398,60,58,0.143552
32399,train,32399,60,58,0.143544
32400,train,32400,4,2,0.143535
32401,train,32401,54,52,0.143527
32402,train,32402,0,-2,0.143518
32403,train,32403,49,47,0.143509
32404,train,32404,58,56,0.143501
32405,train,32405,61,59,0.143492
32406,train,32406,62,60,0.143484
32407,train,32407,55,53,0.143475
32408,train,32408,13,11,0.143466
32409,train,32409,56,54,0.143458
32410,train,32410,64,62,0.143449
32411,train,32411,56,54,0.143441
32412,train,32412,27,25,0.143432
32413,train,32413,63,61,0.143423
32414,train,32414,59,57,0.143415
32415,train,32415,32,30,0.143406
32416,train,32416,59,57,0.143398
32417,train,32417,49,47,0.143389
32418,train,32418,59,57,0.143381
32419,train,32419,15,13,0.143372
32420,train,32420,46,44,0.143363
32421,train,32421,8,6,0.143355
32422,train,32422,12,10,0.143346
32423,train,32423,63,61,0.143338
32424,train,32424,54,52,0.143329
32425,train,32425,32,30,0.14332
32426,train,32426,55,53,0.143312
32427,train,32427,57,55,0.143303
32428,train,32428,58,56,0.143295
32429,train,32429,59,57,0.143286
32430,train,32430,0,-2,0.143277
32431,train,32431,45,43,0.143269
32432,train,32432,19,17,0.14326
32433,train,32433,55,53,0.143252
32434,train,32434,58,56,0.143243
32435,train,32435,57,55,0.143235
32436,train,32436,65,63,0.143226
32437,train,32437,61,59,0.143217
32438,train,32438,61,59,0.143209
32439,train,32439,0,-2,0.1432
32440,train,32440,22,20,0.143192
32441,train,32441,65,63,0.143183
32442,train,32442,18,16,0.143175
32443,train,32443,35,33,0.143166
32444,train,32444,0,-2,0.143157
32445,train,32445,26,24,0.143149
32446,train,32446,57,55,0.14314
32447,train,32447,54,52,0.143132
32448,train,32448,53,51,0.143123
32449,train,32449,54,52,0.143114
32450,train,32450,0,-2,0.143106
32451,train,32451,24,22,0.143097
32452,train,32452,57,55,0.143089
32453,train,32453,58,56,0.14308
32454,train,32454,6,4,0.143072
32455,train,32455,55,53,0.143063
32456,train,32456,61,59,0.143054
32457,train,32457,56,54,0.143046
32458,train,32458,29,27,0.143037
32459,train,32459,27,25,0.143029
32460,train,32460,3,1,0.14302
32461,train,32461,55,53,0.143012
32462,train,32462,59,57,0.143003
32463,train,32463,0,-2,0.142994
32464,train,32464,3,1,0.142986
32465,train,32465,8,6,0.142977
32466,train,32466,27,25,0.142969
32467,train,32467,13,11,0.14296
32468,train,32468,53,51,0.142952
32469,train,32469,34,32,0.142943
32470,train,32470,59,57,0.142935
32471,train,32471,60,58,0.142926
32472,train,32472,53,51,0.142917
32473,train,32473,0,-2,0.142909
32474,train,32474,60,58,0.1429
32475,train,32475,0,-2,0.142892
32476,train,32476,12,10,0.142883
32477,train,32477,58,56,0.142875
32478,train,32478,56,54,0.142866
32479,train,32479,9,7,0.142857
32480,train,32480,4,2,0.142849
32481,train,32481,54,52,0.14284
32482,train,32482,39,37,0.142832
32483,train,32483,35,33,0.142823
32484,train,32484,31,29,0.142815
32485,train,32485,61,59,0.142806
32486,train,32486,58,56,0.142798
32487,train,32487,6,4,0.142789
32488,train,32488,57,55,0.14278
32489,train,32489,58,56,0.142772
32490,train,32490,20,18,0.142763
32491,train,32491,2,0,0.142755
32492,train,32492,58,56,0.142746
32493,train,32493,5,3,0.142738
32494,train,32494,56,54,0.142729
32495,train,32495,37,35,0.142721
32496,train,32496,0,-2,0.142712
32497,train,32497,58,56,0.142703
32498,train,32498,60,58,0.142695
32499,train,32499,45,43,0.142686
32500,train,32500,21,19,0.142678
32501,train,32501,6,4,0.142669
32502,train,32502,43,41,0.142661
32503,train,32503,57,55,0.142652
32504,train,32504,56,54,0.142644
32505,train,32505,59,57,0.142635
32506,train,32506,62,60,0.142627
32507,train,32507,59,57,0.142618
32508,train,32508,3,1,0.142609
32509,train,32509,56,54,0.142601
32510,train,32510,55,53,0.142592
32511,train,32511,46,44,0.142584
32512,train,32512,0,-2,0.142575
32513,train,32513,63,61,0.142567
32514,train,32514,12,10,0.142558
32515,train,32515,58,56,0.14255
32516,train,32516,54,52,0.142541
32517,train,32517,58,56,0.142533
32518,train,32518,55,53,0.142524
32519,train,32519,8,6,0.142516
32520,train,32520,2,0,0.142507
32521,train,32521,56,54,0.142498
32522,train,32522,55,53,0.14249
32523,train,32523,56,54,0.142481
32524,train,32524,51,49,0.142473
32525,train,32525,15,13,0.142464
32526,train,32526,56,54,0.142456
32527,train,32527,40,38,0.142447
32528,train,32528,58,56,0.142439
32529,train,32529,39,37,0.14243
32530,train,32530,61,59,0.142422
32531,train,32531,3,1,0.142413
32532,train,32532,7,5,0.142405
32533,train,32533,29,27,0.142396
32534,train,32534,54,52,0.142387
32535,train,32535,61,59,0.142379
32536,train,32536,64,62,0.14237
32537,train,32537,3,1,0.142362
32538,train,32538,60,58,0.142353
32539,train,32539,53,51,0.142345
32540,train,32540,59,57,0.142336
32541,train,32541,58,56,0.142328
32542,train,32542,52,50,0.142319
32543,train,32543,65,63,0.142311
32544,train,32544,55,53,0.142302
32545,train,32545,57,55,0.142294
32546,train,32546,59,57,0.142285
32547,train,32547,60,58,0.142277
32548,train,32548,60,58,0.142268
32549,train,32549,56,54,0.14226
32550,train,32550,51,49,0.142251
32551,train,32551,56,54,0.142243
32552,train,32552,57,55,0.142234
32553,train,32553,53,51,0.142225
32554,train,32554,7,5,0.142217
32555,train,32555,58,56,0.142208
32556,train,32556,18,16,0.1422
32557,train,32557,56,54,0.142191
32558,train,32558,20,18,0.142183
32559,train,32559,55,53,0.142174
32560,train,32560,25,23,0.142166
32561,train,32561,60,58,0.142157
32562,train,32562,0,-2,0.142149
32563,train,32563,4,2,0.14214
32564,train,32564,61,59,0.142132
32565,train,32565,26,24,0.142123
32566,train,32566,34,32,0.142115
32567,train,32567,17,15,0.142106
32568,train,32568,25,23,0.142098
32569,train,32569,62,60,0.142089
32570,train,32570,23,21,0.142081
32571,train,32571,58,56,0.142072
32572,train,32572,20,18,0.142064
32573,train,32573,43,41,0.142055
32574,train,32574,0,-2,0.142047
32575,train,32575,59,57,0.142038
32576,train,32576,58,56,0.14203
32577,train,32577,54,52,0.142021
32578,train,32578,51,49,0.142013
32579,train,32579,56,54,0.142004
32580,train,32580,56,54,0.141996
32581,train,32581,53,51,0.141987
32582,train,32582,56,54,0.141979
32583,train,32583,62,60,0.14197
32584,train,32584,27,25,0.141962
32585,train,32585,20,18,0.141953
32586,train,32586,55,53,0.141945
32587,train,32587,11,9,0.141936
32588,train,32588,53,51,0.141928
32589,train,32589,0,-2,0.141919
32590,train,32590,58,56,0.141911
32591,train,32591,12,10,0.141902
32592,train,32592,0,-2,0.141894
32593,train,32593,54,52,0.141885
32594,train,32594,14,12,0.141877
32595,train,32595,0,-2,0.141868
32596,train,32596,9,7,0.14186
32597,train,32597,57,55,0.141851
32598,train,32598,58,56,0.141843
32599,train,32599,58,56,0.141834
32600,train,32600,61,59,0.141826
32601,train,32601,59,57,0.141817
32602,train,32602,56,54,0.141809
32603,train,32603,56,54,0.1418
32604,train,32604,8,6,0.141792
32605,train,32605,54,52,0.141783
32606,train,32606,50,48,0.141775
32607,train,32607,65,63,0.141766
32608,train,32608,5,3,0.141758
32609,train,32609,56,54,0.141749
32610,train,32610,55,53,0.141741
32611,train,32611,46,44,0.141732
32612,train,32612,23,21,0.141724
32613,train,32613,19,17,0.141715
32614,train,32614,59,57,0.141707
32615,train,32615,32,30,0.141698
32616,train,32616,5,3,0.14169
32617,train,32617,62,60,0.141681
32618,train,32618,0,-2,0.141673
32619,train,32619,57,55,0.141664
32620,train,32620,51,49,0.141656
32621,train,32621,59,57,0.141647
32622,train,32622,60,58,0.141639
32623,train,32623,3,1,0.14163
32624,train,32624,69,67,0.141622
32625,train,32625,9,7,0.141613
32626,train,32626,18,16,0.141605
32627,train,32627,17,15,0.141596
32628,train,32628,32,30,0.141588
32629,train,32629,0,-2,0.141579
32630,train,32630,24,22,0.141571
32631,train,32631,0,-2,0.141562
32632,train,32632,47,45,0.141554
32633,train,32633,59,57,0.141545
32634,train,32634,1,-1,0.141537
32635,train,32635,3,1,0.141528
32636,train,32636,62,60,0.14152
32637,train,32637,58,56,0.141511
32638,train,32638,34,32,0.141503
32639,train,32639,63,61,0.141495
32640,train,32640,59,57,0.141486
32641,train,32641,60,58,0.141478
32642,train,32642,61,59,0.141469
32643,train,32643,45,43,0.141461
32644,train,32644,59,57,0.141452
32645,train,32645,54,52,0.141444
32646,train,32646,65,63,0.141435
32647,train,32647,36,34,0.141427
32648,train,32648,0,-2,0.141418
32649,train,32649,59,57,0.14141
32650,train,32650,3,1,0.141401
32651,train,32651,19,17,0.141393
32652,train,32652,58,56,0.141384
32653,train,32653,64,62,0.141376
32654,train,32654,1,-1,0.141367
32655,train,32655,45,43,0.141359
32656,train,32656,64,62,0.14135
32657,train,32657,60,58,0.141342
32658,train,32658,27,25,0.141334
32659,train,32659,43,41,0.141325
32660,train,32660,52,50,0.141317
32661,train,32661,38,36,0.141308
32662,train,32662,59,57,0.1413
32663,train,32663,50,48,0.141291
32664,train,32664,59,57,0.141283
32665,train,32665,5,3,0.141274
32666,train,32666,43,41,0.141266
32667,train,32667,56,54,0.141257
32668,train,32668,58,56,0.141249
32669,train,32669,26,24,0.14124
32670,train,32670,21,19,0.141232
32671,train,32671,34,32,0.141224
32672,train,32672,62,60,0.141215
32673,train,32673,0,-2,0.141207
32674,train,32674,60,58,0.141198
32675,train,32675,59,57,0.14119
32676,train,32676,56,54,0.141181
32677,train,32677,67,65,0.141173
32678,train,32678,23,21,0.141164
32679,train,32679,47,45,0.141156
32680,train,32680,0,-2,0.141147
32681,train,32681,27,25,0.141139
32682,train,32682,6,4,0.14113
32683,train,32683,37,35,0.141122
32684,train,32684,4,2,0.141114
32685,train,32685,57,55,0.141105
32686,train,32686,55,53,0.141097
32687,train,32687,36,34,0.141088
32688,train,32688,8,6,0.14108
32689,train,32689,59,57,0.141071
32690,train,32690,25,23,0.141063
32691,train,32691,64,62,0.141054
32692,train,32692,63,61,0.141046
32693,train,32693,0,-2,0.141037
32694,train,32694,16,14,0.141029
32695,train,32695,36,34,0.141021
32696,train,32696,64,62,0.141012
32697,train,32697,56,54,0.141004
32698,train,32698,59,57,0.140995
32699,train,32699,58,56,0.140987
32700,train,32700,37,35,0.140978
32701,train,32701,61,59,0.14097
32702,train,32702,52,50,0.140961
32703,train,32703,61,59,0.140953
32704,train,32704,51,49,0.140945
32705,train,32705,57,55,0.140936
32706,train,32706,58,56,0.140928
32707,train,32707,57,55,0.140919
32708,train,32708,58,56,0.140911
32709,train,32709,6,4,0.140902
32710,train,32710,64,62,0.140894
32711,train,32711,3,1,0.140885
32712,train,32712,58,56,0.140877
32713,train,32713,56,54,0.140869
32714,train,32714,3,1,0.14086
32715,train,32715,10,8,0.140852
32716,train,32716,59,57,0.140843
32717,train,32717,52,50,0.140835
32718,train,32718,53,51,0.140826
32719,train,32719,54,52,0.140818
32720,train,32720,49,47,0.14081
32721,train,32721,0,-2,0.140801
32722,train,32722,60,58,0.140793
32723,train,32723,61,59,0.140784
32724,train,32724,59,57,0.140776
32725,train,32725,57,55,0.140767
32726,train,32726,54,52,0.140759
32727,train,32727,0,-2,0.14075
32728,train,32728,57,55,0.140742
32729,train,32729,59,57,0.140734
32730,train,32730,57,55,0.140725
32731,train,32731,28,26,0.140717
32732,train,32732,25,23,0.140708
32733,train,32733,62,60,0.1407
32734,train,32734,8,6,0.140691
32735,train,32735,64,62,0.140683
32736,train,32736,58,56,0.140675
32737,train,32737,61,59,0.140666
32738,train,32738,51,49,0.140658
32739,train,32739,54,52,0.140649
32740,train,32740,48,46,0.140641
32741,train,32741,0,-2,0.140632
32742,train,32742,62,60,0.140624
32743,train,32743,49,47,0.140616
32744,train,32744,14,12,0.140607
32745,train,32745,55,53,0.140599
32746,train,32746,60,58,0.14059
32747,train,32747,59,57,0.140582
32748,train,32748,57,55,0.140573
32749,train,32749,52,50,0.140565
32750,train,32750,35,33,0.140557
32751,train,32751,57,55,0.140548
32752,train,32752,57,55,0.14054
32753,train,32753,65,63,0.140531
32754,train,32754,59,57,0.140523
32755,train,32755,16,14,0.140515
32756,train,32756,49,47,0.140506
32757,train,32757,22,20,0.140498
32758,train,32758,59,57,0.140489
32759,train,32759,10,8,0.140481
32760,train,32760,57,55,0.140472
32761,train,32761,17,15,0.140464
32762,train,32762,31,29,0.140456
32763,train,32763,56,54,0.140447
32764,train,32764,56,54,0.140439
32765,train,32765,59,57,0.14043
32766,train,32766,57,55,0.140422
32767,train,32767,56,54,0.140414
32768,train,32768,60,58,0.140405
32769,train,32769,56,54,0.140397
32770,train,32770,59,57,0.140388
32771,train,32771,3,1,0.14038
32772,train,32772,56,54,0.140371
32773,train,32773,61,59,0.140363
32774,train,32774,22,20,0.140355
32775,train,32775,59,57,0.140346
32776,train,32776,26,24,0.140338
32777,train,32777,60,58,0.140329
32778,train,32778,59,57,0.140321
32779,train,32779,45,43,0.140313
32780,train,32780,60,58,0.140304
32781,train,32781,59,57,0.140296
32782,train,32782,1,-1,0.140287
32783,train,32783,57,55,0.140279
32784,train,32784,60,58,0.140271
32785,train,32785,15,13,0.140262
32786,train,32786,0,-2,0.140254
32787,train,32787,8,6,0.140245
32788,train,32788,0,-2,0.140237
32789,train,32789,57,55,0.140229
32790,train,32790,63,61,0.14022
32791,train,32791,59,57,0.140212
32792,train,32792,56,54,0.140203
32793,train,32793,4,2,0.140195
32794,train,32794,18,16,0.140187
32795,train,32795,0,-2,0.140178
32796,train,32796,29,27,0.14017
32797,train,32797,59,57,0.140161
32798,train,32798,60,58,0.140153
32799,train,32799,18,16,0.140145
32800,train,32800,52,50,0.140136
32801,train,32801,60,58,0.140128
32802,train,32802,21,19,0.140119
32803,train,32803,41,39,0.140111
32804,train,32804,46,44,0.140103
32805,train,32805,7,5,0.140094
32806,train,32806,65,63,0.140086
32807,train,32807,59,57,0.140077
32808,train,32808,33,31,0.140069
32809,train,32809,55,53,0.140061
32810,train,32810,58,56,0.140052
32811,train,32811,54,52,0.140044
32812,train,32812,31,29,0.140035
32813,train,32813,61,59,0.140027
32814,train,32814,6,4,0.140019
32815,train,32815,59,57,0.14001
32816,train,32816,54,52,0.140002
32817,train,32817,21,19,0.139994
32818,train,32818,0,-2,0.139985
32819,train,32819,57,55,0.139977
32820,train,32820,22,20,0.139968
32821,train,32821,52,50,0.13996
32822,train,32822,0,-2,0.139952
32823,train,32823,2,0,0.139943
32824,train,32824,56,54,0.139935
32825,train,32825,57,55,0.139926
32826,train,32826,52,50,0.139918
32827,train,32827,49,47,0.13991
32828,train,32828,10,8,0.139901
32829,train,32829,9,7,0.139893
32830,train,32830,1,-1,0.139885
32831,train,32831,55,53,0.139876
32832,train,32832,0,-2,0.139868
32833,train,32833,58,56,0.139859
32834,train,32834,60,58,0.139851
32835,train,32835,61,59,0.139843
32836,train,32836,1,-1,0.139834
32837,train,32837,13,11,0.139826
32838,train,32838,57,55,0.139818
32839,train,32839,63,61,0.139809
32840,train,32840,64,62,0.139801
32841,train,32841,55,53,0.139792
32842,train,32842,59,57,0.139784
32843,train,32843,0,-2,0.139776
32844,train,32844,3,1,0.139767
32845,train,32845,55,53,0.139759
32846,train,32846,56,54,0.139751
32847,train,32847,15,13,0.139742
32848,train,32848,11,9,0.139734
32849,train,32849,55,53,0.139725
32850,train,32850,60,58,0.139717
32851,train,32851,4,2,0.139709
32852,train,32852,61,59,0.1397
32853,train,32853,49,47,0.139692
32854,train,32854,57,55,0.139684
32855,train,32855,56,54,0.139675
32856,train,32856,54,52,0.139667
32857,train,32857,63,61,0.139658
32858,train,32858,60,58,0.13965
32859,train,32859,57,55,0.139642
32860,train,32860,62,60,0.139633
32861,train,32861,56,54,0.139625
32862,train,32862,58,56,0.139617
32863,train,32863,53,51,0.139608
32864,train,32864,59,57,0.1396
32865,train,32865,52,50,0.139592
32866,train,32866,62,60,0.139583
32867,train,32867,60,58,0.139575
32868,train,32868,0,-2,0.139566
32869,train,32869,55,53,0.139558
32870,train,32870,19,17,0.13955
32871,train,32871,0,-2,0.139541
32872,train,32872,32,30,0.139533
32873,train,32873,55,53,0.139525
32874,train,32874,51,49,0.139516
32875,train,32875,53,51,0.139508
32876,train,32876,14,12,0.1395
32877,train,32877,34,32,0.139491
32878,train,32878,13,11,0.139483
32879,train,32879,34,32,0.139474
32880,train,32880,59,57,0.139466
32881,train,32881,24,22,0.139458
32882,train,32882,65,63,0.139449
32883,train,32883,0,-2,0.139441
32884,train,32884,56,54,0.139433
32885,train,32885,57,55,0.139424
32886,train,32886,58,56,0.139416
32887,train,32887,47,45,0.139408
32888,train,32888,7,5,0.139399
32889,train,32889,60,58,0.139391
32890,train,32890,65,63,0.139383
32891,train,32891,22,20,0.139374
32892,train,32892,57,55,0.139366
32893,train,32893,55,53,0.139358
32894,train,32894,63,61,0.139349
32895,train,32895,57,55,0.139341
32896,train,32896,60,58,0.139332
32897,train,32897,61,59,0.139324
32898,train,32898,22,20,0.139316
32899,train,32899,6,4,0.139307
32900,train,32900,55,53,0.139299
32901,train,32901,51,49,0.139291
32902,train,32902,26,24,0.139282
32903,train,32903,5,3,0.139274
32904,train,32904,8,6,0.139266
32905,train,32905,35,33,0.139257
32906,train,32906,59,57,0.139249
32907,train,32907,57,55,0.139241
32908,train,32908,57,55,0.139232
32909,train,32909,0,-2,0.139224
32910,train,32910,31,29,0.139216
32911,train,32911,60,58,0.139207
32912,train,32912,42,40,0.139199
32913,train,32913,53,51,0.139191
32914,train,32914,54,52,0.139182
32915,train,32915,6,4,0.139174
32916,train,32916,54,52,0.139166
32917,train,32917,56,54,0.139157
32918,train,32918,55,53,0.139149
32919,train,32919,0,-2,0.139141
32920,train,32920,58,56,0.139132
32921,train,32921,0,-2,0.139124
32922,train,32922,57,55,0.139116
32923,train,32923,57,55,0.139107
32924,train,32924,52,50,0.139099
32925,train,32925,55,53,0.139091
32926,train,32926,57,55,0.139082
32927,train,32927,56,54,0.139074
32928,train,32928,58,56,0.139066
32929,train,32929,19,17,0.139057
32930,train,32930,60,58,0.139049
32931,train,32931,61,59,0.139041
32932,train,32932,54,52,0.139032
32933,train,32933,54,52,0.139024
32934,train,32934,55,53,0.139016
32935,train,32935,59,57,0.139007
32936,train,32936,61,59,0.138999
32937,train,32937,57,55,0.138991
32938,train,32938,51,49,0.138982
32939,train,32939,11,9,0.138974
32940,train,32940,59,57,0.138966
32941,train,32941,19,17,0.138957
32942,train,32942,61,59,0.138949
32943,train,32943,10,8,0.138941
32944,train,32944,56,54,0.138932
32945,train,32945,59,57,0.138924
32946,train,32946,9,7,0.138916
32947,train,32947,15,13,0.138907
32948,train,32948,56,54,0.138899
32949,train,32949,59,57,0.138891
32950,train,32950,6,4,0.138882
32951,train,32951,64,62,0.138874
32952,train,32952,10,8,0.138866
32953,train,32953,62,60,0.138857
32954,train,32954,57,55,0.138849
32955,train,32955,61,59,0.138841
32956,train,32956,1,-1,0.138832
32957,train,32957,62,60,0.138824
32958,train,32958,10,8,0.138816
32959,train,32959,56,54,0.138808
32960,train,32960,46,44,0.138799
32961,train,32961,58,56,0.138791
32962,train,32962,62,60,0.138783
32963,train,32963,55,53,0.138774
32964,train,32964,46,44,0.138766
32965,train,32965,54,52,0.138758
32966,train,32966,55,53,0.138749
32967,train,32967,65,63,0.138741
32968,train,32968,7,5,0.138733
32969,train,32969,59,57,0.138724
32970,train,32970,55,53,0.138716
32971,train,32971,60,58,0.138708
32972,train,32972,60,58,0.138699
32973,train,32973,34,32,0.138691
32974,train,32974,56,54,0.138683
32975,train,32975,26,24,0.138675
32976,train,32976,10,8,0.138666
32977,train,32977,64,62,0.138658
32978,train,32978,22,20,0.13865
32979,train,32979,20,18,0.138641
32980,train,32980,64,62,0.138633
32981,train,32981,60,58,0.138625
32982,train,32982,53,51,0.138616
32983,train,32983,64,62,0.138608
32984,train,32984,57,55,0.1386
32985,train,32985,19,17,0.138591
32986,train,32986,33,31,0.138583
32987,train,32987,56,54,0.138575
32988,train,32988,0,-2,0.138567
32989,train,32989,34,32,0.138558
32990,train,32990,6,4,0.13855
32991,train,32991,0,-2,0.138542
32992,train,32992,58,56,0.138533
32993,train,32993,7,5,0.138525
32994,train,32994,23,21,0.138517
32995,train,32995,56,54,0.138508
32996,train,32996,57,55,0.1385
32997,train,32997,20,18,0.138492
32998,train,32998,57,55,0.138484
32999,train,32999,60,58,0.138475
33000,train,33000,60,58,0.138467
33001,train,33001,2,0,0.138459
33002,train,33002,29,27,0.13845
33003,train,33003,58,56,0.138442
33004,train,33004,56,54,0.138434
33005,train,33005,59,57,0.138426
33006,train,33006,51,49,0.138417
33007,train,33007,52,50,0.138409
33008,train,33008,60,58,0.138401
33009,train,33009,56,54,0.138392
33010,train,33010,10,8,0.138384
33011,train,33011,35,33,0.138376
33012,train,33012,55,53,0.138367
33013,train,33013,58,56,0.138359
33014,train,33014,55,53,0.138351
33015,train,33015,3,1,0.138343
33016,train,33016,3,1,0.138334
33017,train,33017,14,12,0.138326
33018,train,33018,58,56,0.138318
33019,train,33019,25,23,0.138309
33020,train,33020,60,58,0.138301
33021,train,33021,58,56,0.138293
33022,train,33022,54,52,0.138285
33023,train,33023,54,52,0.138276
33024,train,33024,55,53,0.138268
33025,train,33025,6,4,0.13826
33026,train,33026,59,57,0.138251
33027,train,33027,55,53,0.138243
33028,train,33028,59,57,0.138235
33029,train,33029,61,59,0.138227
33030,train,33030,57,55,0.138218
33031,train,33031,63,61,0.13821
33032,train,33032,55,53,0.138202
33033,train,33033,56,54,0.138193
33034,train,33034,57,55,0.138185
33035,train,33035,9,7,0.138177
33036,train,33036,19,17,0.138169
33037,train,33037,22,20,0.13816
33038,train,33038,61,59,0.138152
33039,train,33039,26,24,0.138144
33040,train,33040,3,1,0.138136
33041,train,33041,58,56,0.138127
33042,train,33042,7,5,0.138119
33043,train,33043,56,54,0.138111
33044,train,33044,61,59,0.138102
33045,train,33045,64,62,0.138094
33046,train,33046,62,60,0.138086
33047,train,33047,59,57,0.138078
33048,train,33048,58,56,0.138069
33049,train,33049,0,-2,0.138061
33050,train,33050,19,17,0.138053
33051,train,33051,55,53,0.138045
33052,train,33052,6,4,0.138036
33053,train,33053,17,15,0.138028
33054,train,33054,60,58,0.13802
33055,train,33055,53,51,0.138011
33056,train,33056,3,1,0.138003
33057,train,33057,54,52,0.137995
33058,train,33058,0,-2,0.137987
33059,train,33059,60,58,0.137978
33060,train,33060,28,26,0.13797
33061,train,33061,53,51,0.137962
33062,train,33062,47,45,0.137954
33063,train,33063,61,59,0.137945
33064,train,33064,9,7,0.137937
33065,train,33065,55,53,0.137929
33066,train,33066,57,55,0.137921
33067,train,33067,7,5,0.137912
33068,train,33068,11,9,0.137904
33069,train,33069,2,0,0.137896
33070,train,33070,61,59,0.137887
33071,train,33071,52,50,0.137879
33072,train,33072,57,55,0.137871
33073,train,33073,56,54,0.137863
33074,train,33074,1,-1,0.137854
33075,train,33075,2,0,0.137846
33076,train,33076,17,15,0.137838
33077,train,33077,55,53,0.13783
